ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,,,
dc,309742,Thorne (New Earth),\/wiki\/Thorne_(New_Earth),Public Identity,Good Characters,Grey Eyes,Grey Hair,Male Characters,straight,Living Characters,1,"1990, April",1990,0.0009653628,,,
dc,309398,Lorelei (New Earth),\/wiki\/Lorelei_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,3,"1990, July",1990,0.0028960884,,,
dc,309397,Prince Kraken (New Earth),\/wiki\/Prince_Kraken_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,3,"1990, July",1990,0.0028960884,,,
dc,309394,Richard Malverne (New Earth),\/wiki\/Richard_Malverne_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,straight,Deceased Characters,1,"1997, January",1997,0.0009653628,,,
dc,309348,Kru-El (New Earth),\/wiki\/Kru-El_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,2,"2001, April",2001,0.0019307256,,,
dc,309247,Akila (New Earth),\/wiki\/Akila_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,5,"1999, September",1999,0.0048268139,,,
dc,309017,Stheno (New Earth),\/wiki\/Stheno_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,11,"2001, February",2001,0.0106189906,,,
dc,308952,Cerberus (New Earth),\/wiki\/Cerberus_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,15,"1962, July",1962,0.0144804418,,,
dc,308807,Enyo (New Earth),\/wiki\/Enyo_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,2,"2011, January",2011,0.0019307256,,,
dc,308651,Mala (New Earth),\/wiki\/Mala_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,7,"1994, October",1994,0.0067575395,,,
dc,308460,Rachel Niamo (Prime Earth),\/wiki\/Rachel_Niamo_(Prime_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,6,"2012, December",2012,0.0057921767,,,
dc,308341,Illya (New Earth),\/wiki\/Illya_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Deceased Characters,2,"1990, May",1990,0.0019307256,,,
dc,307725,Akhlut (New Earth),\/wiki\/Akhlut_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,2,"2008, August",2008,0.0019307256,,,
dc,307675,Kent Thurston (New Earth),\/wiki\/Kent_Thurston_(New_Earth),Secret Identity,Good Characters,Black Eyes,Blond Hair,Male Characters,straight,Deceased Characters,2,"1988, May",1988,0.0019307256,,,
dc,307566,Meat Cleaver (New Earth),\/wiki\/Meat_Cleaver_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,straight,Living Characters,1,"2002, October",2002,0.0009653628,,,
dc,307535,Snake Girl (New Earth),\/wiki\/Snake_Girl_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,3,"2002, November",2002,0.0028960884,,,
dc,306070,Turk (New Earth),\/wiki\/Turk_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,4,"2000, October",2000,0.0038614511,,,
dc,305041,Dale Smith (New Earth),\/wiki\/Dale_Smith_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,1,"2007, November",2007,0.0009653628,,,
dc,303713,Lady Eve (New Earth),\/wiki\/Lady_Eve_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,14,"1985, August",1985,0.013515079,,,
dc,303322,Scarlet Rose (New Earth),\/wiki\/Scarlet_Rose_(New_Earth),Secret Identity,Bad Characters,White Eyes,Brown Hair,Female Characters,straight,Deceased Characters,4,"1998, August",1998,0.0038614511,,,
dc,302420,Noor Harjavti (New Earth),\/wiki\/Noor_Harjavti_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,1,"1990, August",1990,0.0009653628,,,
dc,302172,John Charles Collins (New Earth),\/wiki\/John_Charles_Collins_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,1,"1987, May",1987,0.0009653628,,,
dc,301985,James Tilton (New Earth),\/wiki\/James_Tilton_(New_Earth),Public Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,straight,Deceased Characters,16,"1996, December",1996,0.0154458045,,,
dc,301862,Naomi Lord (New Earth),\/wiki\/Naomi_Lord_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,1,"2011, January",2011,0.0009653628,,,
dc,301859,Rani (New Earth),\/wiki\/Rani_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,8,"2010, July",2010,0.0077229023,,,
dc,301849,Alexandra Gianopoulos (New Earth),\/wiki\/Alexandra_Gianopoulos_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,3,"2011, August",2011,0.0028960884,,,
dc,301710,Simon Petrarch (New Earth),\/wiki\/Simon_Petrarch_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,3,"1990, October",1990,0.0028960884,,,
dc,301700,Bulldozer Nichols (New Earth),\/wiki\/Bulldozer_Nichols_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,3,"1960, June",1960,0.0028960884,,,
dc,301315,Dmitri Mishkin (New Earth),\/wiki\/Dmitri_Mishkin_(New_Earth),Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,straight,Deceased Characters,16,"1981, March",1981,0.0154458045,,,
dc,300242,Marque (New Earth),\/wiki\/Marque_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,5,"2008, September",2008,0.0048268139,,,
dc,299920,Zachary Gate (New Earth),\/wiki\/Zachary_Gate_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,5,"2011, July",2011,0.0048268139,,,
dc,298532,Nell Little (New Earth),\/wiki\/Nell_Little_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,4,"2010, January",2010,0.0038614511,,,
dc,297607,Kem-L (New Earth),\/wiki\/Kem-L_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,5,"1989, November",1989,0.0048268139,,,
dc,297207,Miss Tribb (New Earth),\/wiki\/Miss_Tribb_(New_Earth),Public Identity,Neutral Characters,Red Eyes,Black Hair,Female Characters,straight,Living Characters,1,"1990, November",1990,0.0009653628,,,
dc,296697,Silica (New Earth),\/wiki\/Silica_(New_Earth),Public Identity,Neutral Characters,White Eyes,Pink Hair,Female Characters,straight,Deceased Characters,12,"2006, December",2006,0.0115843534,,,
dc,295028,Chantinelle (New Earth),\/wiki\/Chantinelle_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,9,"1991, July",1991,0.0086882651,,,
dc,294860,Dagon-Ra (New Earth),\/wiki\/Dagon-Ra_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,5,"1990, May",1990,0.0048268139,,,
dc,294806,Marge Dover (New Earth),\/wiki\/Marge_Dover_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,1,"2001, December",2001,0.0009653628,,,
dc,294803,Sheila Dover (New Earth),\/wiki\/Sheila_Dover_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,2,"1966, January",1966,0.0019307256,,,
dc,294689,Carla White (New Earth),\/wiki\/Carla_White_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,35,"1992, October",1992,0.0337876974,,,
dc,292995,Ephyra (New Earth),\/wiki\/Ephyra_(New_Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Female Characters,straight,Living Characters,6,"1996, September",1996,0.0057921767,,,
dc,292975,Kindred Grim (New Earth),\/wiki\/Kindred_Grim_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,10,"1996, September",1996,0.0096536278,,,
dc,292703,Beta Tos (New Earth),\/wiki\/Beta_Tos_(New_Earth),Public Identity,Good Characters,White Eyes,Red Hair,Female Characters,straight,Living Characters,6,"1996, September",1996,0.0057921767,,,
dc,292053,Gregory Jupiter (New Earth),\/wiki\/Gregory_Jupiter_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,10,"2004, July",2004,0.0096536278,,,
dc,291985,Gorbzil Mammit (New Earth),\/wiki\/Gorbzil_Mammit_(New_Earth),Public Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,straight,Living Characters,1,"1999, August",1999,0.0009653628,,,
dc,291562,Kimberly Rebecki (Prime Earth),\/wiki\/Kimberly_Rebecki_(Prime_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,7,"2012, June",2012,0.0067575395,,,
dc,291178,Brainiac 4 (Post-Zero Hour),\/wiki\/Brainiac_4_(Post-Zero_Hour),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,straight,Living Characters,5,"1998, August",1998,0.0048268139,,,
dc,291177,Kajz Dox (Pre-Zero Hour),\/wiki\/Kajz_Dox_(Pre-Zero_Hour),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,straight,Living Characters,2,"1965, August",1965,0.0019307256,,,
dc,291161,Kindred Marx (New Earth),\/wiki\/Kindred_Marx_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,16,"1996, September",1996,0.0154458045,,,
dc,291142,DJ (New Earth),\/wiki\/DJ_(New_Earth),Secret Identity,Good Characters,Red Eyes,Red Hair,Female Characters,straight,Deceased Characters,7,"1996, September",1996,0.0067575395,,,
dc,291118,Kit Ryan (New Earth),\/wiki\/Kit_Ryan_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,20,"1991, October",1991,0.0193072557,,,
dc,290764,White Willow (New Earth),\/wiki\/White_Willow_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,1,"2005, November",2005,0.0009653628,,,
dc,290762,Zeddmore Washington (New Earth),\/wiki\/Zeddmore_Washington_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,4,"2009, August",2009,0.0038614511,,,
dc,290000,James (New Earth),\/wiki\/James_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,1,"2008, December",2008,0.0009653628,,,
dc,289999,Gluttony II (New Earth),\/wiki\/Gluttony_II_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,1,"2008, December",2008,0.0009653628,,,
dc,289998,Jack (New Earth),\/wiki\/Jack_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,1,"2008, December",2008,0.0009653628,,,
dc,289997,Jacob (New Earth),\/wiki\/Jacob_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,4,"2008, August",2008,0.0038614511,,,
dc,289996,Jesse (New Earth),\/wiki\/Jesse_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,5,"2008, August",2008,0.0048268139,,,
dc,289995,Jared (New Earth),\/wiki\/Jared_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,4,"2008, August",2008,0.0038614511,,,
dc,289937,Pandora II (New Earth),\/wiki\/Pandora_II_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,4,"2005, September",2005,0.0038614511,,,
dc,289445,Thula (New Earth),\/wiki\/Thula_(New_Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,straight,Living Characters,3,"1999, May",1999,0.0028960884,,,
dc,289283,Thomas Tomorrow (New Earth),\/wiki\/Thomas_Tomorrow_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,4,"2010, May",2010,0.0038614511,,,
dc,289231,William Magnus (robot) (New Earth),\/wiki\/William_Magnus_(robot)_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,1,"1963, July",1963,0.0009653628,,,
dc,288930,Brave Bow (New Earth),\/wiki\/Brave_Bow_(New_Earth),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,straight,Living Characters,3,"1959, July",1959,0.0028960884,,,
dc,288912,Gwendoline Harper (New Earth),\/wiki\/Gwendoline_Harper_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,3,"2008, December",2008,0.0028960884,,,
dc,288660,General Good (New Earth),\/wiki\/General_Good_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,2,"2001, July",2001,0.0019307256,,,
dc,288577,Seraph (New Earth),\/wiki\/Seraph_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,5,"2001, July",2001,0.0048268139,,,
dc,288576,Epiphany (New Earth),\/wiki\/Epiphany_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,5,"2001, July",2001,0.0048268139,,,
dc,288574,Tana Moon II (New Earth),\/wiki\/Tana_Moon_II_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,5,"2001, July",2001,0.0048268139,,,
dc,288491,Vijay Singh (New Earth),\/wiki\/Vijay_Singh_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,5,"2011, January",2011,0.0048268139,,,
dc,288490,Rani Singh (New Earth),\/wiki\/Rani_Singh_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,5,"2011, January",2011,0.0048268139,,,
dc,288372,Dean Hunter (New Earth),\/wiki\/Dean_Hunter_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,3,"1992, December",1992,0.0028960884,,,
dc,288164,Agua Sin Gaaz (New Earth),\/wiki\/Agua_Sin_Gaaz_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,"2000, October",2000,0.0048268139,,,
dc,288163,Oshi Sin Gaaz (New Earth),\/wiki\/Oshi_Sin_Gaaz_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,5,"2001, June",2001,0.0048268139,,,
dc,288162,Oya (New Earth),\/wiki\/Oya_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,1,"2001, June",2001,0.0009653628,,,
dc,288064,Ishido Maad (New Earth),\/wiki\/Ishido_Maad_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,21,"1998, September",1998,0.0202726185,,,
dc,288063,Donald Fite (New Earth),\/wiki\/Donald_Fite_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,25,"1998, September",1998,0.0241340696,,,
dc,287996,Archer Braun (New Earth),\/wiki\/Archer_Braun_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,4,"1996, September",1996,0.0038614511,,,
dc,287325,Rama Khan (New Earth),\/wiki\/Rama_Khan_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,8,"2002, March",2002,0.0077229023,,,
dc,287135,Metalhead II (New Earth),\/wiki\/Metalhead_II_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,straight,Living Characters,1,"2000, May",2000,0.0009653628,,,
dc,287113,Marj (New Earth),\/wiki\/Marj_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,15,"1988, December",1988,0.0144804418,,,
dc,286989,Cheryl Constantine (New Earth),\/wiki\/Cheryl_Constantine_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,11,"1988, April",1988,0.0106189906,,,
dc,286914,Lurgo (New Earth),\/wiki\/Lurgo_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,3,"1989, February",1989,0.0028960884,,,
dc,286910,Morax (New Earth),\/wiki\/Morax_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,4,"1990, July",1990,0.0038614511,,,
dc,286299,Merc (New Earth),\/wiki\/Merc_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,16,"1988, December",1988,0.0154458045,,,
dc,286013,Penthesilea (New Earth),\/wiki\/Penthesilea_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Deceased Characters,9,"1989, August",1989,0.0086882651,,,
dc,285987,Jeramey Chriqui (New Earth),\/wiki\/Jeramey_Chriqui_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,6,"2011, August",2011,0.0057921767,,,
dc,285432,Jennifer Jurden (New Earth),\/wiki\/Jennifer_Jurden_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,12,"1992, February",1992,0.0115843534,,,
dc,284895,Eros (New Earth),\/wiki\/Eros_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,25,"1981, April",1981,0.0241340696,,,
dc,284602,Naif al-Sheikh (New Earth),\/wiki\/Naif_al-Sheikh_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,6,"2004, September",2004,0.0057921767,,,
dc,284596,Phil (New Earth),\/wiki\/Phil_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,2,"2010, October",2010,0.0019307256,,,
