ComicType,Characters,Dim1,Dim2,x1,y1
marvel,Maximus (Earth-616),0.2473632362,0.2817772317,,
marvel,Genis-Vell (Earth-616),1.2555032292,0.3905028498,,
marvel,Hisako Ichiki (Earth-616),0.1653939324,0.9508710105,,
marvel,Dmitri Smerdyakov (Earth-616),0.2819827655,0.1037038779,,
marvel,Eliot Franklin (Thunderball) (Earth-616),0.295827952,0.174094958,,
marvel,X-51 (Earth-616),0.2504374899,0.2053495891,,
marvel,Madelyne Pryor (Earth-616),0.1757706223,0.8800092708,,
marvel,Adolf Hitler (Earth-616),1.2667038806,0.3513310006,,
marvel,Herman Schultz (Earth-616),0.294791587,0.1704670005,,
marvel,Noriko Ashida (Earth-616),0.1644371556,0.944397274,,
marvel,Chen Lu (Earth-616),0.3026304536,0.1659020303,,
marvel,Ulysses Klaw (Earth-616),1.2718853222,0.2991296625,,
marvel,Cessily Kincaid (Earth-616),0.1470967537,0.8913931311,,
dc,Thomas Wayne (New Earth),1.2530980418,0.3867876157,,
dc,Arthur Light (New Earth),1.2819203264,0.341368242,,
marvel,Kyle Gibney (Earth-616),1.2358040546,0.4355982193,,
dc,Alanna Strange (New Earth),0.1589786322,0.9561648828,,
dc,Artemis of Bana-Mighdall (New Earth),0.1506285157,0.9328398604,,
marvel,Jack Monroe (Earth-616),1.2537058422,0.3857806703,,
dc,Steven Dayton (New Earth),0.274691607,0.2202116307,,
dc,Nuidis Vulko (New Earth),0.2598428633,0.211311374,,
marvel,Madeline Joyce (Earth-616),1.148282828,1.10596086,,
marvel,George Tarleton (Earth-616),0.2829110306,0.1214456988,,
marvel,Jocasta (Earth-616),0.1396608059,0.9142200598,,
marvel,Peter Wisdom (Earth-616),0.2660297686,0.2374753411,,
dc,Lee Travis (New Earth),1.2625499599,0.3858855992,,
marvel,Jeffrey Mace (Earth-616),1.2612673705,0.3839733847,,
marvel,Aquaria Neptunia (Earth-616),0.1627530554,0.9492946797,,
marvel,Dragon Man (Earth-616),0.2587045885,0.2173022259,,
dc,Martin Stein (New Earth),1.2572787218,0.3757832951,,
dc,Solis (New Earth),0.2936973344,0.1508518176,,
marvel,Narya (Earth-616),0.1525520489,0.8935942306,,
marvel,Burglar (Earth-616),1.2802764499,0.338270336,,
marvel,Peter Parker (Kaine) (Earth-616),0.2726004331,0.2035531667,,
dc,Unknown Soldier I (New Earth),1.2607368102,0.3830845179,,
dc,Giovanni Giuseppe (New Earth),1.2360172435,0.4352441718,,
marvel,Nightmare (Earth-616),0.3035371221,0.1707525499,,
marvel,Ronan (Earth-616),0.2392516482,0.2876284378,,
marvel,Thomas Halloway (Earth-616),0.260536445,0.2061572111,,
dc,Cynthia Reynolds (New Earth),0.1657110849,0.9464277664,,
dc,Victoria Vale (New Earth),0.1527695476,0.9414422725,,
marvel,Jasper Sitwell (Earth-616),1.2544502562,0.3921765633,,
marvel,Paladin (Earth-616),0.2501467025,0.2681054621,,
dc,Lucius Fox (New Earth),0.2711916585,0.226136282,,
marvel,Mad Thinker (Earth-616),0.301318337,0.165072601,,
marvel,Brian Calusky (Earth-616),0.2964782422,0.1753718261,,
marvel,Arthur Maddicks (Earth-616),0.2488541514,0.1770288664,,
dc,Ganthet (New Earth),0.2590596992,0.2005759745,,
dc,Izaya (New Earth),1.2425207072,0.3600587242,,
marvel,Dormammu (Earth-616),0.2727055776,0.1182536653,,
dc,Matthew Ryan (New Earth),0.2623976079,0.2195311982,,
dc,Kyle Morgan (New Earth),0.2686776846,0.2283418619,,
dc,Dinah Drake (New Earth),1.1498770617,1.1087336353,,
dc,Eclipso (New Earth),0.2931099662,0.1274285724,,
dc,Rory Regan (New Earth),0.2761751809,0.2179073499,,
marvel,Makkari (Earth-616),0.2684839325,0.2037548839,,
marvel,Marlo Chandler (Earth-616),0.1440380427,0.9525862086,,
dc,Sargent Steel (New Earth),0.2700844864,0.2266668949,,
dc,Robert Langstrom (New Earth),0.2501558919,0.2680926089,,
marvel,Percival Pinkerton (Earth-616),1.2494291835,0.3873549572,,
marvel,Quintavius Quire (Earth-616),0.2693077179,0.2239049931,,
dc,Walter Haley (New Earth),0.2673161644,0.2270081336,,
marvel,Cletus Kasady (Earth-616),0.2880246506,0.162765168,,
dc,Charles Victor Szasz (New Earth),1.2526604967,0.3661120489,,
marvel,Supreme Intelligence (Earth-616),0.2236987422,0.2288761126,,
marvel,Aragorn (Earth-616),0.2547236815,0.2145397694,,
dc,Ares (New Earth),0.2864905543,0.135315513,,
marvel,Betty Dean (Earth-616),1.126621709,1.107022218,,
marvel,Karnilla (Earth-616),0.1313136505,0.9619621213,,
marvel,Jacqueline Falsworth (Earth-616),0.1593592727,0.953861843,,
marvel,Caliban (Earth-616),1.2579463087,0.3774909288,,
marvel,Isaac Christians (Earth-616),0.2719082563,0.2290669596,,
dc,Emil Hamilton (New Earth),0.2902787091,0.1564653519,,
dc,Richard Swift (New Earth),0.249469455,0.2624791749,,
dc,Eradicator (New Earth),1.2483412093,0.3596879627,,
marvel,Brock Rumlow (Earth-616),0.3020408805,0.1652024545,,
dc,Frederick Freeman (New Earth),0.2763263517,0.2229642426,,
dc,Katar Hol (New Earth),0.2776569073,0.2208452335,,
dc,Richard Occult (New Earth),0.2749359156,0.2091117917,,
marvel,Paul Norbert Ebersol (Earth-616),1.2358362223,0.4333003106,,
marvel,Annihilus (Earth-616),0.2341925984,0.2731351548,,
marvel,Red Sonja (Earth-616),1.133496339,1.1052529982,,
marvel,Jonathan Hart (Earth-616),0.2703781601,0.2262275175,,
marvel,Bambina Arbogast (Earth-616),0.1527436215,0.965240174,,
marvel,Sooraya Qadir (Earth-616),0.1634717624,0.9407226964,,
dc,Dawn Granger (New Earth),0.1549444386,0.9267038097,,
dc,Inza Cramer (New Earth),1.1385359564,1.0831257117,,
dc,Maxima (New Earth),1.1361919203,1.1009951917,,
marvel,Zeus Panhellenios (Earth-616),0.2336990102,0.2771284515,,
marvel,Randolph Robertson (Earth-616),0.2642249592,0.2363119089,,
dc,Gunner MacKay (New Earth),1.2550102239,0.3913130624,,
dc,Linda Danvers (New Earth),0.1652049445,0.9455128181,,
dc,Antonia Monetti (New Earth),0.1656705989,0.9465420952,,
dc,Jack Knight (New Earth),0.2725974824,0.2319524694,,
marvel,Yao (Earth-616),0.2775698138,0.218644406,,
marvel,Agatha Harkness (Earth-616),1.1275942222,1.1055279996,,
marvel,Katherine Bishop (Earth-616),0.1595694093,0.955343234,,
dc,Sarge Clay (New Earth),1.2463318699,0.3752775795,,
dc,Nimue Inwudu (New Earth),0.1578202851,0.9460525153,,
marvel,Jason Wyngarde (Earth-616),1.2832334466,0.3217191529,,
marvel,Walter Newell (Earth-616),0.2668330796,0.2118264559,,
marvel,Joanna Cargill (Earth-616),0.1646240393,0.9441484863,,
marvel,Parker Robbins (Earth-616),0.2989331069,0.1649008603,,
marvel,Rocket Raccoon (Earth-616),0.2653565067,0.2345378785,,
marvel,Lyja (Earth-616),0.1314653448,0.9929193693,,
marvel,Georges Batroc (Earth-616),0.2906058731,0.1815629775,,
marvel,Wyatt Wingfoot (Earth-616),0.2711687579,0.2262044826,,
marvel,Henry Camp (Earth-616),1.280544732,0.3356443445,,
marvel,Peter Quill (Earth-616),0.2752410038,0.2229193552,,
marvel,Marrow (Sarah) (Earth-616),0.1332526138,0.9863533788,,
marvel,Vision (Jonas) (Earth-616),1.2425288847,0.3891776323,,
marvel,William Kaplan (Earth-616),0.2720755011,0.2240395645,,
dc,Pallas Athena (New Earth),0.1295106105,0.9946959739,,
marvel,George Stacy (Earth-616),1.2453402139,0.371612821,,
marvel,Mari (Earth-616),0.1559759435,0.9592569277,,
dc,Terrence Long (New Earth),1.2459019108,0.382987832,,
dc,Evan McCulloch (New Earth),0.3006661577,0.1621448407,,
marvel,Todd Arliss (Earth-616),0.295472272,0.1478948504,,
marvel,Hammerhead (Joseph) (Earth-616),0.3029144136,0.1678616387,,
dc,Zeus (New Earth),0.2351174693,0.2635422626,,
dc,Granny Goodness (New Earth),1.1585470183,1.0444173359,,
marvel,Heinrich Zemo (Earth-616),1.2781982449,0.3328840348,,
marvel,Emil Blonsky (Earth-616),0.3024568992,0.1668236677,,
marvel,Arcturus Rann (Earth-616),0.2687011557,0.2248844734,,
dc,Holly Robinson (New Earth),0.1534554316,0.9396863741,,
marvel,James Woo (Earth-616),0.2701465692,0.2278258829,,
marvel,Frank Drake (Earth-616),0.2656105987,0.2364268008,,
marvel,Callisto (Earth-616),0.1404714818,0.9994811956,,
dc,Martha Kane (New Earth),1.1416650269,1.1209713068,,
dc,John Sargent (New Earth),1.2586641533,0.3788701747,,
dc,Dian Belmont (New Earth),1.1386173431,1.1004616626,,
dc,Jason Woodrue (New Earth),0.2847660891,0.1310264545,,
marvel,Dorma (Earth-616),1.1140489688,1.1802834346,,
marvel,Lonnie Lincoln (Earth-616),0.2779389917,0.1218458802,,
marvel,Doop (Earth-616),0.2472828416,0.2006043452,,
marvel,David Alleyne (Earth-616),0.2693229553,0.2273072841,,
marvel,Hepzibah (Earth-616),0.1529079628,0.9179216775,,
marvel,Charlie Cluster-7 (Earth-616),0.2524480884,0.2738463495,,
dc,Leslie Thompkins (New Earth),0.1484312407,0.9361806688,,
dc,Edward Bloomberg (New Earth),1.2444681886,0.3203234408,,
marvel,Samuel Sawyer (Earth-616),1.2529651584,0.3858415481,,
marvel,Jacques Duquesne (Earth-616),0.2602834303,0.245759608,,
marvel,Arcade (Earth-616),0.2958119948,0.1545766573,,
marvel,Mary Walker (Earth-616),0.1884923859,0.8881409278,,
marvel,Miguel Santos (Earth-616),0.2723878098,0.2235498994,,
dc,Tara Markov (Team Titans),1.1490691326,1.1083609236,,
dc,Dmitri Pushkin (New Earth),1.2594316176,0.37772131,,
dc,June Moone (New Earth),0.1635452422,0.9378785679,,
marvel,Christopher Summers (Earth-616),0.2696904612,0.223323705,,
marvel,Morris Bench (Earth-616),0.2943375309,0.1713103714,,
dc,Krypto (New Earth),0.2661827361,0.2022201122,,
dc,Ohiyesa I (New Earth),0.2722432896,0.2324923139,,
dc,Donald Richards (New Earth),1.2596513597,0.3773177251,,
dc,Mia Dearden (New Earth),0.1652178197,0.9455324897,,
marvel,David Cannon (Earth-616),0.2955462732,0.17341169,,
dc,Leonid Kovar (New Earth),0.2750656401,0.2111770103,,
dc,Zauriel (New Earth),0.2513997383,0.1688965915,,
dc,Thomas Blake (New Earth),0.2519592524,0.2728156888,,
marvel,Roderick Kingsley (Earth-616),0.2940537956,0.1705399813,,
marvel,Dominikos Petrakis (Earth-616),1.2344149725,0.4303574007,,
marvel,St. John Allerdyce (Earth-616),0.2519006436,0.2729311428,,
marvel,Mary MacPherran (Earth-616),0.1814920098,0.8769739614,,
marvel,Rita Wayword (Earth-616),0.1191424365,0.9315649914,,
marvel,Angelo Espinosa (Earth-616),1.2611071045,0.3803350119,,
marvel,Layla Miller (Earth-616),0.1510131536,0.9542632625,,
dc,Emily Briggs (New Earth),0.1526872698,0.9416996706,,
dc,Lilith Clay (New Earth),1.1385451708,1.0832070238,,
marvel,Leland Owlsley (Earth-616),0.2955993784,0.173341614,,
marvel,Karl Lykos (Earth-616),0.3006424638,0.1621926195,,
marvel,Jason Macendale Jr. (Earth-616),1.2863585699,0.3273517922,,
dc,Hans von Hammer (New Earth),0.2618825629,0.2204287577,,
dc,Thomas Tresser (New Earth),0.2747130835,0.2237972432,,
dc,William Polk (New Earth),0.2757773535,0.2185740013,,
marvel,Clay Harder (Earth-616),0.2705010866,0.2295504472,,
marvel,Frigga (Earth-616),0.1550322025,0.9265906396,,
marvel,Ikaris (Eternal) (Earth-616),0.277222507,0.2198099216,,
marvel,Jack Power (Earth-616),0.2761517681,0.2180247128,,
marvel,Katherine Power (Earth-616),0.1565528532,0.9294675161,,
dc,Lyla Michaels (New Earth),1.1414152155,1.1075838462,,
dc,Jervis Tetch (New Earth),0.2957835656,0.1545960706,,
marvel,Sharon Ventura (Earth-616),0.1581943027,0.9338514053,,
marvel,Nico Minoru (Earth-616),0.1641931399,0.9448990755,,
dc,Enya Wazzo (New Earth),0.1606309504,0.9545766202,,
dc,Zinda Blake (New Earth),0.1641140967,0.9472433793,,
dc,Aphrodite (New Earth),0.1333508996,1.0080928774,,
dc,Werner Vertigo (New Earth),0.2519066845,0.2729307677,,
marvel,Idie Okonkwo (Earth-616),0.1347096346,0.9948487989,,
dc,Sarah Essen (New Earth),1.1428858964,1.117300714,,
dc,Wing How (New Earth),0.276366307,0.2188592608,,
dc,Rip Hunter (New Earth),0.2771386176,0.2199323108,,
dc,Jade Nguyen (New Earth),0.1888351196,0.8848835035,,
marvel,Robert Frank (Earth-616),1.2580810335,0.3745680306,,
marvel,Elizabeth Twoyoungmen (Earth-616),0.1647985851,0.94392503,,
marvel,Everett Thomas (Earth-616),1.2616196474,0.381271189,,
marvel,Dorrek VIII (Earth-616),0.2664863014,0.2343387771,,
marvel,Amadeus Cho (Earth-616),0.2619469709,0.2480366771,,
marvel,Phillip Masters (Earth-616),1.2810243915,0.3366411535,,
dc,Adolf Hitler (New Earth),1.269757445,0.3475075246,,
marvel,Joshua Foley (Earth-616),0.2772138548,0.2198677778,,
dc,Grace Choi (New Earth),0.1502415747,0.9396900487,,
marvel,Karl Mordo (Earth-616),1.2863730069,0.3273181421,,
marvel,Leiko Wu (Earth-616),1.1487665543,1.1106128089,,
marvel,Chase Stein (Earth-616),0.2647740555,0.2378268786,,
dc,Natasha Irons (New Earth),0.1592410833,0.9518800555,,
marvel,Louise Grant (Earth-616),0.165113641,0.9456655984,,
marvel,Pyreus Kril (Earth-616),0.2286493504,0.2010900985,,
marvel,Acroyear (Earth-616),0.2577638915,0.2189295776,,
marvel,Yuriko Oyama (Earth-616),0.1901901936,0.890736867,,
marvel,Elijah Bradley (Earth-616),0.2771833672,0.2193827754,,
dc,Lorraine Reilly (New Earth),0.1584019879,0.9335427358,,
dc,Stealth (New Earth),1.130675785,1.0545600751,,
dc,Katherine Spencer (New Earth),0.1657455125,0.9465034188,,
dc,Noah Kuttler (New Earth),0.2934961538,0.1646836297,,
marvel,Frankie Raye (Earth-616),0.1585536756,0.9332920393,,
marvel,Jimaine Szardos (Earth-616),0.1651962248,0.9455719497,,
marvel,Bethany Cabe (Earth-616),0.144889805,0.9411645958,,
marvel,Phillip Urich (Earth-616),0.2991412307,0.1566387397,,
marvel,Delroy Garrett Jr. (Earth-616),0.2769789351,0.2179735708,,
marvel,Anya Corazon (Earth-616),0.1575561508,0.949303788,,
marvel,Victoria Hand (Earth-616),1.09229337,1.1897575878,,
dc,Hippolyta Trevor (New Earth),1.149334121,1.1079655406,,
marvel,Margaret Carter (Earth-616),1.1333791187,1.097304023,,
marvel,Ghost (Earth-616),0.2509442549,0.2709970882,,
marvel,Jill Stacy (Earth-616),0.1335021712,1.0097143036,,
marvel,Abigail Brand (Earth-616),0.1590119162,0.9363560972,,
marvel,Carlie Cooper (Earth-616),0.1457243423,0.9712361336,,
dc,Bizarro (New Earth),0.2463754081,0.2865867137,,
dc,Henry Henshaw (New Earth),0.3029299251,0.1679179945,,
marvel,Paul Duval (Earth-616),0.3014113734,0.1650327993,,
marvel,Blastaar (Earth-616),0.297079637,0.1506627162,,
marvel,Jericho Drumm (Earth-616),1.2538485791,0.3857078519,,
dc,Maxine Hunkel (New Earth),0.1555991897,0.9259981988,,
dc,Dream (New Earth),1.2372638548,0.4391478976,,
dc,Black Manta (New Earth),0.3021906828,0.1650309363,,
dc,Felix Faust (New Earth),0.3021927818,0.1650226176,,
dc,Wade Eiling (New Earth),0.2858080873,0.1329978034,,
marvel,Azura (Earth-616),0.1606479275,0.9527566939,,
marvel,Luna Maximoff (Earth-616),0.1535940432,0.9622209787,,
marvel,Silhouette Chord (Earth-616),0.1647552066,0.9440272558,,
dc,Virgil Hawkins (Dakotaverse),0.2763479531,0.2189791326,,
dc,James Harper (New Earth),1.2545769777,0.3885681952,,
marvel,Attuma (Earth-616),0.2906860343,0.1815035042,,
marvel,Sally Blevins (Earth-616),0.1651959687,0.9455965309,,
dc,Soranik Natu (New Earth),0.1502062304,0.9182895353,,
marvel,James Sanders (Earth-616),0.2512192418,0.2700023741,,
marvel,Andreas von Strucker (Earth-616),1.2349288007,0.4371301637,,
marvel,Patricia Tilby (Earth-616),0.1599087741,0.9548641716,,
marvel,Michael Collins (Earth-616),0.2751117867,0.2156757318,,
dc,"Henry King, Jr. (New Earth)",0.2602958052,0.2160156361,,
dc,Merlin (New Earth),0.2414906292,0.2583231509,,
dc,Orm Marius (New Earth),0.3006584876,0.1621998129,,
dc,Anissa Pierce (New Earth),0.1604635398,0.9491884131,,
dc,Citizen Abra (New Earth),0.3029496096,0.1678635476,,
marvel,Groot (Earth-616),0.2612192382,0.2333696761,,
marvel,Eric Williams (Earth-616),0.2940800583,0.1705301622,,
marvel,Raza Longknife (Earth-616),0.2410214747,0.2384394034,,
marvel,Rom (Earth-616),0.2719000739,0.2291710942,,
marvel,Selene Gallio (Earth-616),0.190195185,0.8907406512,,
marvel,Norman Harold Osborn (Earth-616),0.2870487047,0.186080045,,
marvel,Michiko Musashi (Earth-616),0.1649999732,0.9436413168,,
marvel,Skaar (Earth-616),0.2585182907,0.2375195416,,
dc,Jonathan Tane (New Earth),1.2603116281,0.3838605885,,
dc,Danette Reilly (New Earth),0.1585063553,0.9333863214,,
dc,William Payton (New Earth),1.2596471866,0.3774285279,,
marvel,Ulik (Earth-616),1.2790466832,0.3328192894,,
marvel,Sinthea Shmidt (Earth-616),0.1783698039,0.892830394,,
marvel,George Washington Bridge (Earth-616),1.2504529655,0.360445947,,
dc,Ronald Troupe (New Earth),0.2702078392,0.2278412784,,
dc,Hermes (New Earth),0.2453485214,0.282469009,,
dc,William Storm (New Earth),1.2532728012,0.3866350189,,
marvel,Molly Hayes (Earth-616),0.1612816644,0.9363115297,,
dc,Taghurrhu (New Earth),0.260310175,0.2179876511,,
dc,William Zard (New Earth),0.296964332,0.1764625188,,
dc,Timothy Hunter (New Earth),0.2726395127,0.231974425,,
dc,Sandra Wu-San (New Earth),0.1397969142,0.9965724735,,
dc,Eobard Thawne (New Earth),1.2779024741,0.3132617043,,
marvel,Klaus Voorhees (Earth-616),0.2976551488,0.1771123236,,
marvel,Vanisher (Earth-616),0.2508455136,0.2661019866,,
dc,Philippus (New Earth),0.1478002328,0.9700495681,,
dc,Arnold Wesker (New Earth),1.2695221952,0.320439449,,
dc,David Clinton (New Earth),0.3029054378,0.1679453515,,
marvel,Skurge (Earth-616),1.2870945962,0.330252604,,
dc,Miriam Delgado (Team Titans),0.16640526,0.9494125013,,
dc,Mikaal Tomas (New Earth),0.2665333425,0.2141048842,,
dc,Peter Ross (New Earth),0.2714488565,0.228108167,,
marvel,Nathan Lubensky (Earth-616),1.2441889394,0.3735367392,,
marvel,David Haller (Earth-616),0.277703929,0.2208709734,,
marvel,Lemar Hoskins (Earth-616),0.2770443782,0.2178781634,,
dc,Suzanne King-Jones (New Earth),0.162791706,0.9494478598,,
marvel,Donald Pierce (Earth-616),1.2865763739,0.3293384058,,
marvel,Joseph Chapman (Earth-616),0.2758346816,0.2185814531,,
marvel,Karolina Dean (Earth-616),0.1598305948,0.9524900081,,
dc,Mallah (New Earth),1.2766904633,0.3358060697,,
dc,Congorilla (New Earth),0.2698243757,0.2254327079,,
dc,Shayera Thal (New Earth),1.142702348,1.0957136206,,
marvel,Bastion (Earth-616),1.2727037827,0.2962770649,,
dc,Julia Deneiros (New Earth),0.1469725582,0.9648914457,,
dc,Etta Candy (New Earth),0.1471092174,0.9578482784,,
dc,Thomas Elliot (New Earth),0.2949444111,0.1560536295,,
dc,Greta Hayes (New Earth),0.1652488177,0.945551036,,
marvel,Kull (Earth-616),0.2656251742,0.2231583024,,
marvel,Satana Hellstrom (Earth-616),0.1623609184,0.8566512141,,
marvel,Laynia Petrovna (Earth-616),0.1645526977,0.9425863333,,
marvel,Night Raven (Vigilante) (Earth-616),0.2744820361,0.2117301426,,
marvel,Kavita Rao (Earth-616),0.1509414733,0.9642075914,,
marvel,Danielle Cage (Earth-616),0.1471813432,0.9621851351,,
dc,Simon Stagg (New Earth),0.2806299033,0.1655801153,,
dc,"Rex, the Wonder Dog (New Earth)",0.2589859883,0.212817612,,
dc,Ellen Frazier (New Earth),0.1495342207,0.9347029217,,
dc,Thomas Bronson (New Earth),0.2766649481,0.2225589237,,
dc,Karen Beecher (New Earth),0.1650183521,0.9436156104,,
marvel,Frederick Foswell (Earth-616),1.2346693494,0.4340459777,,
marvel,John Greycrow (Earth-616),0.2496437695,0.2623744651,,
dc,Drury Walker (New Earth),1.2726877264,0.2919142557,,
dc,Hannibal Hawkes (New Earth),0.2777360991,0.2247485583,,
dc,Thomas Monaghan (New Earth),1.2563961849,0.394991423,,
dc,Terrence Thirteen (New Earth),0.2694932285,0.2236862214,,
dc,Kalibak (New Earth),1.2714063711,0.2983441567,,
marvel,Eric Koenig (Earth-616),1.2487131323,0.4005421424,,
marvel,Zheng Zu (Earth-616),1.2841085325,0.3229906549,,
marvel,Keniuchio Harada (Earth-616),1.2300849175,0.4416749586,,
marvel,Irene Adler (Earth-616),1.0957357682,1.1032267875,,
marvel,Marrina Smallwood (Earth-616),0.1638576103,0.944669794,,
dc,Baran Flinders (New Earth),0.2897980568,0.1633137883,,
dc,Mark Shaw (New Earth),0.2704341151,0.2262649853,,
dc,Circe (New Earth),0.1687235068,0.8492451279,,
dc,Neal Emerson (New Earth),1.2871056285,0.3302560132,,
marvel,Fred Davis Jr. (Earth-616),1.251199743,0.3632805838,,
marvel,Zelda DuBois (Earth-616),0.1840357244,0.8951392594,,
marvel,Beyonder (Earth-616),0.2315955096,0.2097287155,,
dc,John Corben (New Earth),0.2922410041,0.1356575322,,
dc,Cameron Chase (New Earth),0.1622127975,0.9383466848,,
dc,Lian Harper (New Earth),1.1413679239,1.1095023641,,
dc,Malcolm Duncan (New Earth),0.276620288,0.218554634,,
dc,Samuel Scudder (New Earth),1.2845237251,0.3250437591,,
marvel,Bonita Juarez (Earth-616),0.1650704077,0.9435496938,,
dc,Cyril Saunders (New Earth),0.256673137,0.1964535807,,
dc,Abigail Hunkel (New Earth),0.1645661922,0.9470269403,,
dc,Valentina Vostok (New Earth),1.1492097455,1.1082022586,,
dc,Paul Booker (New Earth),1.2612059007,0.380225251,,
dc,Sasha Bordeaux (New Earth),0.1657675772,0.9465102372,,
marvel,Surtur (Earth-616),1.2543015664,0.2760241958,,
marvel,Stranger (Cosmic Being) (Earth-616),0.229140218,0.2021137159,,
marvel,Lillian Crawley (Earth-616),1.144879716,1.0915607235,,
dc,Christopher Smith (New Earth),0.2711888882,0.2303315701,,
dc,Hector Hammond (New Earth),0.295144785,0.1741399819,,
dc,Roger Hayden (New Earth),1.2799019909,0.3171149681,,
dc,Owen Mercer (New Earth),1.2042846258,0.4759185404,,
marvel,Russell Collins (Earth-616),1.2489476331,0.3782789535,,
marvel,Michael Badilino (Earth-616),1.2859939069,0.3280273958,,
